yob,gender,province_territory,hh_income,vote_for
1978,Woman,Quebec,140000,ndp
1949,Man,Quebec,150,Liberal Party
1975,Woman,Quebec,140000,Liberal Party
1980,Man,Quebec,55000,ndp
1950,Man,Quebec,92400,Bloc Québécois
2000,Woman,Quebec,13,ndp
1949,Man,Quebec,56000,Bloc Québécois
1954,Man,Quebec,15000,Bloc Québécois
1958,Man,Quebec,50000,Bloc Québécois
1987,Man,Quebec,29000,ndp
1997,Woman,Quebec,10000,Conservative Party
1976,Man,Quebec,62000,ndp
2000,Woman,Quebec,49000,Bloc Québécois
1990,Woman,Quebec,60000,Green Party
1971,Man,Ontario,135000,People's Party
1991,Woman,British Columbia,24000,ndp
1990,Woman,Alberta,22000,Liberal Party
1954,Woman,Alberta,90000,Conservative Party
1987,Woman,Alberta,250000,Conservative Party
1990,Man,Ontario,12500,Green Party
1980,Man,British Columbia,84000,Liberal Party
1962,Man,British Columbia,80000,People's Party
1982,Man,Ontario,92000,ndp
1973,Woman,Saskatchewan,100000,Conservative Party
1986,Man,Alberta,130000,Conservative Party
1951,Woman,Quebec,21000,Liberal Party
1982,Woman,Alberta,110000,Green Party
1984,Man,British Columbia,55000,Green Party
1986,Man,Ontario,30000,Conservative Party
1989,Woman,New Brunswick,110000,Conservative Party
1971,Woman,British Columbia,85000,Green Party
1951,Woman,Ontario,20000,Green Party
1986,Woman,British Columbia,35000,ndp
1946,Man,Ontario,55555,Green Party
1994,Woman,Ontario,30000,Liberal Party
1990,Man,Alberta,50000,Conservative Party
1958,Man,Quebec,200000,Liberal Party
1968,Woman,Nova Scotia,130000,Green Party
1966,Woman,Quebec,120000,Liberal Party
1961,Woman,Nova Scotia,25000,Green Party
1991,Woman,Quebec,95000,ndp
1949,Man,Ontario,90000,Liberal Party
1957,Man,Ontario,125000,Conservative Party
1956,Man,Ontario,75000,Liberal Party
1952,Man,Prince Edward Island,60000,Liberal Party
1984,Woman,Saskatchewan,130000,Conservative Party
1984,Woman,Saskatchewan,146000,Conservative Party
1947,Man,Nova Scotia,140000,Liberal Party
1995,Woman,Nova Scotia,30000,ndp
1965,Woman,Ontario,95000,Green Party
1979,Woman,Ontario,80000,Conservative Party
1953,Woman,Quebec,95000,Conservative Party
1963,Man,Quebec,120000,Liberal Party
1992,Woman,Ontario,81000,ndp
1957,Woman,Newfoundland and Labrador,110000,Conservative Party
1979,Woman,Ontario,175000,Liberal Party
1980,Woman,New Brunswick,55000,People's Party
1980,Woman,Quebec,70000,Liberal Party
1980,Man,Quebec,100000,Liberal Party
1949,Man,Quebec,51000,Bloc Québécois
1982,Man,Ontario,80000,People's Party
1957,Man,Quebec,100000,Bloc Québécois
1971,Woman,Alberta,210000,Conservative Party
1963,Man,Quebec,95000,Bloc Québécois
1982,Woman,Ontario,70000,ndp
1964,Woman,Ontario,125000,ndp
1947,Man,Ontario,120000,Liberal Party
1988,Woman,Ontario,80000,Conservative Party
1989,Woman,New Brunswick,32000,ndp
1963,Woman,Quebec,80000,Bloc Québécois
1961,Man,Alberta,125000,Conservative Party
1963,Woman,Ontario,135000,ndp
2001,Woman,Quebec,9000,ndp
1983,Woman,Alberta,70000,Conservative Party
1976,Man,Quebec,130000,Bloc Québécois
1971,Man,Ontario,400000,Conservative Party
1969,Man,New Brunswick,120000,Conservative Party
1953,Man,Quebec,150000,Conservative Party
1981,Woman,New Brunswick,50000,ndp
1946,Man,Newfoundland and Labrador,150000,Conservative Party
1999,Man,Quebec,100000,ndp
1985,Woman,Ontario,70000,Conservative Party
1966,Woman,Alberta,75000,Conservative Party
1972,Woman,Manitoba,95000,Conservative Party
1965,Woman,Quebec,53000,Bloc Québécois
1939,Woman,Ontario,59000,Conservative Party
1971,Woman,Ontario,30000,Conservative Party
1965,Woman,Quebec,2000,Green Party
1963,Man,Alberta,120000,Liberal Party
1953,Man,Quebec,170000,Liberal Party
1990,Man,Ontario,100000,Liberal Party
1944,Man,Ontario,100000,ndp
1980,Woman,Saskatchewan,100000,Conservative Party
1961,Woman,Alberta,120000,Conservative Party
1953,Woman,Alberta,45000,Conservative Party
1981,Woman,Ontario,70000,Liberal Party
1958,Man,Quebec,155000,Liberal Party
1965,Woman,Ontario,90000,Liberal Party
1972,Man,Ontario,240000,Another party (please specify)
1980,Woman,Quebec,40000,Liberal Party
2000,Woman,Ontario,35600,Liberal Party
1964,Woman,Alberta,55000,Conservative Party
1962,Man,Ontario,180000,Conservative Party
1983,Man,Quebec,70000,ndp
1955,Man,Nova Scotia,39900,Conservative Party
1972,Woman,Ontario,110000,Conservative Party
1976,Woman,Ontario,94000,ndp
1987,Woman,Nova Scotia,32000,Green Party
1994,Woman,Ontario,96000,Green Party
1958,Man,Ontario,59000,Another party (please specify)
1983,Man,Quebec,155000,ndp
1978,Man,Prince Edward Island,34000,Liberal Party
1990,Woman,Ontario,70000,ndp
1961,Woman,Nova Scotia,25000,Green Party
1941,Man,Quebec,30000,Liberal Party
1988,Woman,Ontario,29000,Liberal Party
1984,Woman,British Columbia,82000,Conservative Party
1942,Woman,Ontario,25000,Liberal Party
1993,Woman,Manitoba,70000,Conservative Party
1993,Woman,Ontario,150000,Liberal Party
1976,Woman,Ontario,100000,Liberal Party
1969,Man,New Brunswick,56000,Liberal Party
1998,Man,Quebec,32000,ndp
1982,Man,Ontario,50000,Conservative Party
1945,Man,British Columbia,110000,Conservative Party
1955,Woman,Ontario,26000,Liberal Party
1971,Man,Quebec,156000,Conservative Party
1988,Woman,Ontario,63000,Liberal Party
1968,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,75000,Another party (please specify)
1986,Woman,Quebec,21000,Bloc Québécois
1963,Woman,Nova Scotia,47500,Liberal Party
1985,Man,Ontario,35000,Liberal Party
1986,Woman,Ontario,120000,Conservative Party
1982,Woman,Quebec,26000,Conservative Party
1972,Woman,British Columbia,135000,People's Party
1970,Woman,British Columbia,120000,ndp
1972,Woman,Ontario,92000,Conservative Party
1963,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,44000,Conservative Party
1960,Woman,Ontario,150000,Conservative Party
1983,Man,Ontario,8000,Conservative Party
1976,Man,Ontario,140000,Conservative Party
1953,Man,Ontario,69000,Conservative Party
1953,Man,Ontario,35000,Liberal Party
1962,Man,Quebec,95000,Bloc Québécois
1993,Woman,Ontario,42500,Liberal Party
1935,Woman,Ontario,58000,Conservative Party
1967,Man,Ontario,65000,Green Party
1979,Man,Ontario,40000,Liberal Party
1980,Man,Ontario,76555,Liberal Party
1988,Woman,Ontario,110000,Green Party
1984,Man,Manitoba,95000,Liberal Party
1956,Woman,Ontario,28000,Liberal Party
1993,Woman,Quebec,25000,ndp
1965,Man,Alberta,55000,Conservative Party
1977,Woman,Ontario,140000,Conservative Party
1977,Woman,Ontario,150000,Conservative Party
1972,Man,Alberta,34000,Conservative Party
1995,Woman,Quebec,60000,Bloc Québécois
1966,Woman,Ontario,124000,Green Party
1988,Woman,Ontario,99000,Conservative Party
1940,Woman,Ontario,90000,Liberal Party
1975,Man,Ontario,120000,Liberal Party
1990,Man,British Columbia,26321,Conservative Party
1957,Woman,Alberta,85000,ndp
1953,Man,Nova Scotia,35000,Liberal Party
1987,Man,Nova Scotia,70000,ndp
1997,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,15000,ndp
1975,Man,Nova Scotia,65000,ndp
1982,Man,Ontario,50000,Conservative Party
1973,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Newfoundland and Labrador,14600,Liberal Party
1991,Woman,Newfoundland and Labrador,140000,ndp
1951,Woman,British Columbia,78000,Green Party
1951,Woman,Ontario,17000,ndp
1978,Man,Quebec,175000,Liberal Party
1980,Woman,Ontario,42000,Liberal Party
1956,Woman,Ontario,92000,Liberal Party
1971,Woman,Ontario,65000,ndp
1975,Man,Ontario,106000,Liberal Party
1988,Woman,Quebec,75000,Green Party
1984,Man,Nova Scotia,75000,Liberal Party
1970,Woman,Ontario,74000,ndp
1981,Woman,British Columbia,39000,Conservative Party
1975,Woman,Ontario,170000,Conservative Party
1957,Man,Quebec,9000,Bloc Québécois
1983,Woman,Ontario,110000,Green Party
1956,Woman,Alberta,60000,ndp
1946,Man,Quebec,40000,Liberal Party
1975,Woman,Quebec,15000,Liberal Party
1967,Woman,Ontario,89000,Conservative Party
1968,Man,Nova Scotia,150000,Liberal Party
1996,Woman,Quebec,30000,Green Party
1989,Man,Ontario,65000,Liberal Party
1980,Woman,Ontario,94000,ndp
1969,Man,Quebec,15000,Liberal Party
1978,Man,British Columbia,90000,Conservative Party
1972,Woman,British Columbia,100000,ndp
1943,Woman,Ontario,99000,Conservative Party
1988,Woman,Quebec,90000,Liberal Party
1961,Woman,Ontario,110000,Liberal Party
1945,Woman,British Columbia,49500,Conservative Party
1947,Man,Quebec,45000,Bloc Québécois
1945,Woman,Manitoba,98000,ndp
1985,Woman,Ontario,125000,Liberal Party
1991,Man,Alberta,50000,Conservative Party
1969,Man,Ontario,58500,Liberal Party
1984,Man,British Columbia,75000,Conservative Party
1949,Man,Ontario,70000,Green Party
1973,Woman,Nova Scotia,47500,ndp
1961,Man,Alberta,10000,People's Party
1959,Woman,Nova Scotia,75000,Liberal Party
1983,Woman,Ontario,74000,Green Party
1957,Man,Manitoba,116000,Conservative Party
1968,Man,Manitoba,130000,Liberal Party
1964,Woman,Ontario,80000,ndp
1958,Man,Ontario,55000,ndp
1950,Man,Quebec,90000,Liberal Party
1944,Man,Ontario,87000,Conservative Party
1990,Woman,Ontario,92000,ndp
1946,Woman,Ontario,42000,Conservative Party
1966,Woman,Ontario,100000,Conservative Party
1971,Man,Ontario,55000,Conservative Party
1951,Man,Ontario,20000,Conservative Party
1967,Woman,British Columbia,82000,Conservative Party
1949,Man,Ontario,60000,Green Party
1986,Man,Nova Scotia,56000,ndp
1952,Woman,Ontario,110000,Liberal Party
1942,Woman,Quebec,19000,Bloc Québécois
1953,Man,Ontario,150000,Liberal Party
1961,Woman,British Columbia,500000,Liberal Party
1949,Man,Ontario,23,Green Party
1973,Man,Alberta,60000,Conservative Party
2000,Woman,Ontario,26000,ndp
1953,Man,Quebec,45000,Bloc Québécois
1996,Man,Quebec,49000,Bloc Québécois
1943,Man,New Brunswick,52000,Conservative Party
1988,Woman,Quebec,71000,ndp
1975,Man,Quebec,80000,Conservative Party
1968,Woman,Ontario,160,ndp
1968,Man,Quebec,250000,Bloc Québécois
1980,Woman,Newfoundland and Labrador,69000,ndp
1950,Woman,New Brunswick,85462,Liberal Party
1962,Woman,Ontario,210000,Liberal Party
1951,Man,Ontario,150000,Liberal Party
2000,Woman,Alberta,61000,ndp
1993,Woman,Ontario,35000,Liberal Party
1964,Man,Quebec,35000,Conservative Party
1980,Man,Alberta,94000,ndp
1985,Man,Ontario,150000,Conservative Party
1960,Man,Ontario,79000,ndp
1993,Woman,Quebec,80000,ndp
1957,Woman,Quebec,30000,Bloc Québécois
1964,Man,Ontario,250000,Conservative Party
1944,Woman,Ontario,24000,Conservative Party
1983,Woman,Nova Scotia,190000,Conservative Party
1959,Man,Quebec,50000,Liberal Party
1953,Man,Quebec,65000,Conservative Party
1980,Woman,Ontario,40000,Green Party
1990,Man,Quebec,60000,Liberal Party
1970,Woman,Alberta,73000,Liberal Party
1957,Man,Ontario,61258,Conservative Party
1959,Woman,Ontario,180000,Liberal Party
1962,Woman,Alberta,116000,Conservative Party
1971,Woman,Quebec,44000,Bloc Québécois
1958,Woman,Alberta,141000,Liberal Party
1940,Man,Saskatchewan,30,ndp
1975,Woman,Quebec,86000,Liberal Party
1955,Man,Newfoundland and Labrador,75000,Conservative Party
1983,Woman,Ontario,31225,Green Party
1953,Man,Ontario,150000,Liberal Party
1990,Woman,British Columbia,86000,ndp
1972,Woman,Alberta,120000,ndp
1960,Woman,Alberta,72000,Conservative Party
1947,Woman,Quebec,50000,Liberal Party
1940,Man,Nova Scotia,25000,Conservative Party
1946,Man,Ontario,90000,Liberal Party
1960,Man,Prince Edward Island,109000,Green Party
1957,Man,Ontario,58000,Liberal Party
1985,Man,Ontario,50000,Liberal Party
1974,Man,Ontario,45500,Green Party
1982,Woman,Nova Scotia,78000,Green Party
1994,Woman,Ontario,21000,ndp
1997,Woman,Alberta,74456,Conservative Party
1984,Woman,Ontario,75000,ndp
1956,Man,Quebec,89000,ndp
1963,Man,Ontario,120000,Conservative Party
1984,Woman,Nova Scotia,130000,Green Party
1986,Man,Alberta,200000,Conservative Party
1947,Man,Ontario,45000,Liberal Party
1982,Man,Alberta,208357,Conservative Party
1989,Woman,Ontario,55000,ndp
1975,Man,Quebec,42000,Bloc Québécois
1978,Woman,British Columbia,150000,Conservative Party
1988,Woman,Saskatchewan,30000,Conservative Party
1968,Woman,Quebec,85000,Liberal Party
1982,Woman,Ontario,130000,ndp
1961,Woman,British Columbia,40000,ndp
1996,Woman,Ontario,125000,Liberal Party
1958,Man,Ontario,115000,Liberal Party
1989,Woman,Alberta,175000,Conservative Party
1957,Woman,British Columbia,35000,Liberal Party
1983,Woman,Nova Scotia,125000,Conservative Party
1947,Man,Ontario,61000,Liberal Party
1987,Man,British Columbia,75000,Conservative Party
1960,Man,Ontario,44000,ndp
2001,Woman,Saskatchewan,70000,Liberal Party
1950,Woman,Ontario,20000,ndp
1944,Man,Ontario,60000,Conservative Party
1961,Man,Quebec,200000,Liberal Party
1959,Woman,Ontario,97000,Liberal Party
1959,Man,Quebec,155000,Liberal Party
1972,Woman,Ontario,21000,Liberal Party
1991,Woman,New Brunswick,50000,ndp
1995,Woman,Ontario,80000,Green Party
1943,Man,Ontario,100000,Conservative Party
1991,Man,Ontario,25500,People's Party
1983,Woman,Ontario,65000,Conservative Party
1962,Woman,British Columbia,21000,Liberal Party
1983,Man,Alberta,230000,Liberal Party
1979,Man,Ontario,14000,ndp
1957,Woman,Alberta,67000,Conservative Party
1950,Woman,Manitoba,50000,Conservative Party
1992,Woman,Ontario,210000,Conservative Party
1928,Man,Newfoundland and Labrador,28000,Liberal Party
1993,Woman,Ontario,140000,ndp
1982,Woman,Ontario,160000,Liberal Party
1963,Man,Ontario,69000,Conservative Party
1989,Man,Saskatchewan,41000,Conservative Party
1961,Man,Ontario,69000,Green Party
1967,Woman,Nova Scotia,40000,Green Party
1978,Woman,Alberta,120000,Conservative Party
1965,Man,Ontario,175000,Liberal Party
1990,Man,Quebec,51000,Bloc Québécois
1920,Woman,Ontario,125000,Liberal Party
1972,Man,Ontario,159000,Conservative Party
1982,Man,Manitoba,110000,Conservative Party
1997,Man,Ontario,38500,Conservative Party
1985,Woman,Ontario,99000,Liberal Party
1961,Woman,Manitoba,71000,ndp
1954,Woman,Manitoba,75000,Liberal Party
1983,Woman,New Brunswick,50000,Green Party
1948,Man,Manitoba,69000,ndp
1959,Woman,Ontario,90000,Conservative Party
1957,Man,Quebec,61495,Bloc Québécois
1986,Woman,Nova Scotia,70000,ndp
1953,Man,Ontario,125000,Liberal Party
1972,Man,Nova Scotia,150000,Liberal Party
1965,Man,Ontario,150000,Conservative Party
1942,Man,Ontario,90000,Conservative Party
1957,Man,Saskatchewan,86000,Conservative Party
1949,Woman,Ontario,21000,ndp
1994,Man,Ontario,120000,Liberal Party
1963,Man,Ontario,15600,Conservative Party
1993,Woman,Alberta,120000,Conservative Party
1949,Man,British Columbia,85500,Conservative Party
1981,Man,Ontario,110000,Conservative Party
1958,Man,Quebec,90000,Bloc Québécois
1999,Man,Ontario,40000,Liberal Party
1955,Man,Quebec,70000,Bloc Québécois
1984,Man,British Columbia,58000,Liberal Party
1954,Man,Ontario,70000,Liberal Party
2001,Man,Ontario,6000,Green Party
1967,Man,Ontario,160000,Liberal Party
1956,Man,Ontario,134000,Conservative Party
1981,Woman,Saskatchewan,86000,Conservative Party
1958,Woman,British Columbia,190000,Liberal Party
1977,Man,Ontario,180000,Conservative Party
1983,Man,New Brunswick,50000,Green Party
1977,Woman,British Columbia,35000,ndp
1980,Woman,Ontario,70000,ndp
1956,Man,Ontario,32000,Conservative Party
1953,Man,British Columbia,92000,Conservative Party
1981,Woman,Ontario,20000,ndp
1989,Man,Ontario,120000,Another party (please specify)
1992,Woman,Ontario,38000,Conservative Party
1952,Man,British Columbia,75000,Conservative Party
1957,Man,Alberta,45000,Conservative Party
1966,Man,Ontario,50000,Liberal Party
1973,Woman,Nova Scotia,65000,ndp
1958,Woman,Quebec,80000,Bloc Québécois
1988,Woman,Quebec,115000,Bloc Québécois
1955,Man,Ontario,35000,Conservative Party
1990,Woman,Ontario,34000,Green Party
1957,Man,Ontario,25000,Liberal Party
1968,Woman,Quebec,100000,Bloc Québécois
1951,Woman,Ontario,50000,ndp
2000,Woman,Ontario,50000,Conservative Party
1959,Man,Ontario,125000,Conservative Party
1994,Woman,Quebec,65000,Bloc Québécois
1955,Man,Alberta,80000,ndp
1943,Man,Quebec,21000,Liberal Party
1968,Man,Ontario,75000,Liberal Party
1974,Woman,Newfoundland and Labrador,150000,Liberal Party
1952,Man,Ontario,29000,ndp
1995,Woman,Quebec,120000,ndp
1961,Man,British Columbia,99000,Green Party
1989,Man,Ontario,70000,ndp
1946,Man,British Columbia,125,Conservative Party
1997,Man,British Columbia,45000,Conservative Party
1948,Man,Quebec,60000,People's Party
1950,Man,British Columbia,130000,Liberal Party
1920,Man,Manitoba,100000,Conservative Party
1957,Woman,Newfoundland and Labrador,150000,Conservative Party
1953,Woman,Ontario,220000,Liberal Party
1967,Man,Manitoba,40000,Liberal Party
1961,Man,Alberta,180000,Conservative Party
1990,Woman,Quebec,700000,Bloc Québécois
1982,Woman,Ontario,92000,Conservative Party
1960,Man,Ontario,120000,Liberal Party
1962,Woman,Saskatchewan,60000,Conservative Party
1973,Man,Quebec,300000,Conservative Party
1991,Man,Alberta,55000,ndp
1969,Man,Alberta,125000,Conservative Party
1998,Woman,Alberta,87000,Conservative Party
1979,Woman,Ontario,110000,Another party (please specify)
1951,Woman,Quebec,126000,Liberal Party
1993,Woman,Quebec,50000,Conservative Party
1966,Man,Ontario,130000,Conservative Party
1989,Man,Alberta,70000,Conservative Party
1966,Woman,Alberta,125000,Conservative Party
1984,Woman,Quebec,105000,People's Party
1949,Woman,Quebec,27000,Green Party
1988,Woman,Saskatchewan,72000,ndp
1993,Woman,Alberta,66000,Conservative Party
1959,Man,British Columbia,140000,Conservative Party
1956,Man,Newfoundland and Labrador,60000,ndp
1963,Man,Ontario,125000,ndp
1967,Man,Alberta,160000,Green Party
1987,Man,Alberta,90000,Green Party
1942,Man,Ontario,130000,Liberal Party
1953,Man,Quebec,68000,Conservative Party
1978,Man,British Columbia,71000,Liberal Party
1987,Woman,Alberta,140000,Conservative Party
1952,Woman,Ontario,120000,Liberal Party
1960,Man,Quebec,120,Liberal Party
1984,Woman,Quebec,116000,Liberal Party
1980,Woman,Quebec,150000,Conservative Party
1973,Man,Quebec,180000,Bloc Québécois
1944,Man,British Columbia,210000,Green Party
1967,Man,Quebec,31000,ndp
1972,Woman,British Columbia,200000,Conservative Party
1964,Man,Quebec,72000,Liberal Party
1975,Woman,Ontario,30000,ndp
1949,Woman,Ontario,200000,ndp
1962,Man,Ontario,52000,Conservative Party
1962,Man,Quebec,500000,Liberal Party
1953,Man,Quebec,50000,ndp
1968,Man,Ontario,65000,Conservative Party
1967,Man,New Brunswick,100000,Conservative Party
1958,Man,Ontario,125000,Conservative Party
1956,Woman,Quebec,70000,Bloc Québécois
1995,Woman,Ontario,23000,ndp
1971,Man,British Columbia,55000,Conservative Party
1958,Woman,Quebec,250000,Bloc Québécois
1963,Woman,Ontario,30000,Liberal Party
1981,Woman,Ontario,140000,Liberal Party
1965,Woman,Prince Edward Island,62000,Liberal Party
1978,Man,Quebec,165000,Conservative Party
1953,Man,Ontario,250000,Liberal Party
1942,Man,Ontario,50000,Conservative Party
1969,Man,Quebec,25000,Conservative Party
1952,Man,Alberta,50000,Conservative Party
1995,Woman,Ontario,80000,Green Party
1989,Man,Saskatchewan,40000,Green Party
1967,Man,Ontario,200000,Conservative Party
1951,Man,New Brunswick,60000,Conservative Party
1944,Man,New Brunswick,60000,Liberal Party
1959,Woman,Ontario,50000,Green Party
1952,Woman,Alberta,25000,People's Party
1979,Woman,British Columbia,32000,ndp
1978,Woman,British Columbia,200000,Conservative Party
1990,Man,Ontario,70000,Liberal Party
1965,Man,Ontario,145000,Conservative Party
1979,Man,Ontario,130000,Conservative Party
1947,Woman,Ontario,40000,Liberal Party
1971,Woman,Quebec,50000,ndp
1988,Man,New Brunswick,50000,Green Party
1986,Woman,Manitoba,100000,ndp
1947,Woman,Quebec,50000,Bloc Québécois
1969,Woman,Nova Scotia,54000,Conservative Party
1953,Woman,Ontario,102000,Conservative Party
1943,Man,Ontario,150000,Liberal Party
1962,Man,Quebec,165000,Liberal Party
1994,Woman,Nova Scotia,68000,Liberal Party
1953,Man,Quebec,85000,Liberal Party
1958,Woman,Ontario,150000,Liberal Party
1956,Man,Ontario,77500,Conservative Party
1980,Man,Ontario,85000,Conservative Party
1980,Man,Quebec,89000,Conservative Party
1952,Woman,Quebec,35000,ndp
1964,Woman,Quebec,90000,Bloc Québécois
1942,Woman,Quebec,190000,Liberal Party
1934,Woman,Quebec,50000,ndp
1987,Woman,Nova Scotia,180000,Conservative Party
1959,Woman,Quebec,120000,Liberal Party
1980,Woman,Ontario,330000,Conservative Party
1985,Woman,Ontario,150000,Liberal Party
1952,Woman,Ontario,95000,Liberal Party
1996,Woman,New Brunswick,60000,Liberal Party
1943,Man,Quebec,60000,Conservative Party
1975,Woman,Nova Scotia,88000,ndp
1980,Man,New Brunswick,105000,ndp
1945,Man,Quebec,90000,Bloc Québécois
1984,Woman,Ontario,50000,Liberal Party
1974,Man,Quebec,137800,Conservative Party
1986,Woman,Ontario,140000,ndp
1973,Man,Ontario,80000,Conservative Party
1985,Woman,New Brunswick,30000,Liberal Party
1951,Man,New Brunswick,68000,ndp
1949,Woman,New Brunswick,110000,Liberal Party
1984,Woman,Quebec,120000,Green Party
1984,Woman,British Columbia,100000,Conservative Party
1950,Woman,Quebec,73000,Bloc Québécois
1956,Woman,British Columbia,65000,Green Party
1966,Man,Alberta,180000,Conservative Party
1984,Woman,Alberta,110000,Conservative Party
1984,Woman,Quebec,82000,ndp
1955,Man,Quebec,45000,Conservative Party
1983,Woman,Manitoba,75000,ndp
1965,Man,Ontario,270000,Liberal Party
1950,Man,Ontario,16000,Conservative Party
1957,Man,Ontario,90000,Conservative Party
1983,Man,Ontario,80000,Green Party
1954,Woman,Nova Scotia,13000,Liberal Party
2000,Man,Quebec,350000,Liberal Party
1965,Man,Newfoundland and Labrador,46000,ndp
1990,Woman,New Brunswick,36000,Green Party
1995,Man,Ontario,200000,ndp
1973,Woman,New Brunswick,120000,Green Party
1998,Man,Ontario,13000,Green Party
1947,Woman,British Columbia,130000,Green Party
1984,Woman,Quebec,80000,Bloc Québécois
1973,Woman,Ontario,140000,ndp
1963,Woman,Ontario,71000,Liberal Party
1968,Man,Ontario,111000,Green Party
1959,Woman,Quebec,115000,Liberal Party
1954,Woman,British Columbia,45000,ndp
1971,Man,Quebec,75000,Conservative Party
1983,Woman,Ontario,60000,Conservative Party
1990,Woman,Ontario,100000,Liberal Party
1962,Woman,Ontario,230000,Liberal Party
1978,Woman,Ontario,150000,Conservative Party
1980,Woman,Alberta,240000,ndp
1962,Woman,Newfoundland and Labrador,150000,Liberal Party
1946,Woman,British Columbia,22000,ndp
1958,Woman,Ontario,180000,Liberal Party
1992,Woman,Ontario,72000,Conservative Party
1997,Woman,Alberta,81000,People's Party
1981,Woman,Quebec,62000,Liberal Party
1969,Woman,Newfoundland and Labrador,125000,Liberal Party
1949,Man,Ontario,80000,Liberal Party
1966,Man,Prince Edward Island,63000,Liberal Party
2000,Man,Ontario,80000,ndp
1991,Woman,Quebec,20000,Bloc Québécois
1955,Woman,Alberta,200000,Conservative Party
1971,Woman,Alberta,114000,People's Party
1970,Man,Alberta,160000,Conservative Party
1976,Woman,Nova Scotia,36000,ndp
1964,Man,Ontario,130000,Conservative Party
1974,Woman,Ontario,85000,ndp
1984,Man,Ontario,89000,Green Party
1959,Man,Ontario,14000,Conservative Party
1939,Woman,Alberta,92000,Conservative Party
1996,Woman,Ontario,12000,Green Party
1988,Woman,Alberta,90000,Liberal Party
1994,Woman,Ontario,70000,ndp
1968,Man,British Columbia,200000,ndp
1950,Woman,Alberta,59000,Liberal Party
1970,Woman,Quebec,130000,Bloc Québécois
1967,Man,British Columbia,250000,Conservative Party
1935,Man,Quebec,120000,Liberal Party
1959,Woman,Quebec,60000,Bloc Québécois
1990,Woman,Ontario,50000,Liberal Party
1990,Man,Ontario,120000,Conservative Party
1947,Woman,Ontario,35000,Conservative Party
1960,Woman,Alberta,500100,Conservative Party
1984,Man,British Columbia,260000,Liberal Party
1978,Woman,Quebec,78000,ndp
1981,Man,Ontario,50000,Liberal Party
1958,Man,Ontario,150000,Liberal Party
2000,Woman,Quebec,150000,Bloc Québécois
1982,Woman,Alberta,84000,Conservative Party
1982,Woman,Manitoba,190,Conservative Party
1988,Woman,Quebec,67000,Liberal Party
1988,Man,British Columbia,200000,Conservative Party
1955,Woman,Alberta,22500,ndp
1971,Man,Ontario,244000,Liberal Party
1968,Woman,British Columbia,95000,Liberal Party
1991,Man,British Columbia,110000,Conservative Party
1985,Woman,Saskatchewan,25000,Conservative Party
1985,Woman,Ontario,60000,ndp
1933,Woman,Saskatchewan,120000,Liberal Party
1965,Man,Alberta,567890,Liberal Party
1995,Woman,Alberta,68000,ndp
1994,Man,Alberta,39000,ndp
1982,Man,Ontario,45000,ndp
1950,Man,Quebec,120000,Liberal Party
1981,Woman,British Columbia,28000,Green Party
1982,Man,Quebec,60000,Liberal Party
1993,Woman,Ontario,25000,ndp
1988,Woman,Alberta,120000,Liberal Party
1990,Man,Quebec,10000,ndp
1996,Woman,Ontario,21000,Green Party
1985,Woman,British Columbia,60000,Liberal Party
1986,Woman,British Columbia,34500,Green Party
1959,Woman,British Columbia,100000,ndp
1985,Man,British Columbia,55000,Liberal Party
1992,Woman,British Columbia,100000,ndp
1968,Man,Ontario,21000,Liberal Party
1997,Woman,Alberta,18000,Liberal Party
1971,Woman,British Columbia,46000,Liberal Party
2000,Man,British Columbia,97999,Green Party
1981,Man,British Columbia,140000,Liberal Party
1990,Man,Saskatchewan,12000,People's Party
1993,Man,Alberta,35000,Conservative Party
1944,Man,Ontario,240000,Conservative Party
1987,Woman,Ontario,60000,Green Party
1993,Woman,British Columbia,45000,Liberal Party
1985,Man,Ontario,77000,Liberal Party
1983,Woman,Alberta,90000,Conservative Party
1942,Man,British Columbia,39000,Green Party
1964,Man,Ontario,250000,Conservative Party
1960,Woman,Ontario,25000,Liberal Party
1996,Woman,Saskatchewan,40000,Green Party
1993,Woman,British Columbia,180000,Liberal Party
1984,Man,Quebec,100000,ndp
1982,Woman,Ontario,72000,Liberal Party
1981,Woman,Alberta,56000,Conservative Party
1952,Woman,Ontario,26000,Liberal Party
1985,Man,Ontario,85000,ndp
1965,Woman,Saskatchewan,32000,Conservative Party
1979,Woman,Nova Scotia,60000,ndp
1951,Man,Ontario,170000,Liberal Party
1975,Woman,Quebec,85000,Conservative Party
1952,Man,Quebec,90000,Conservative Party
1985,Woman,Ontario,80000,Liberal Party
1978,Woman,Quebec,60000,Bloc Québécois
1986,Man,Ontario,135000,Liberal Party
1968,Woman,Ontario,80000,Conservative Party
1955,Man,Quebec,52000,Liberal Party
1958,Woman,Ontario,113000,ndp
1938,Man,Quebec,152000,Liberal Party
1971,Woman,Quebec,83000,Bloc Québécois
1970,Man,Alberta,111000,Conservative Party
1976,Man,Ontario,30000,Green Party
1974,Man,Nova Scotia,100000,Conservative Party
1983,Man,Quebec,90000,People's Party
