resp,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
3195,rural,north,34,primary/middle school,currently married,0,0.475,-1.0409124148359898
3196,rural,south west,10,secondary/post-primary,never married,0,0.518,-0.2540235000400994
3197,rural,central 1,10,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3198,rural,east central,38,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3199,rural,south west,20,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3200,rural,north,37,never attended,currently married,0,0.475,-1.0409124148359898
3201,rural,central 2,28,never attended,currently living with partner,1,0.586,0.990358969869679
3202,rural,east central,11,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3203,rural,eastern,29,secondary/post-primary,divorced or separated,1,0.526,-0.10762556240365462
3204,urban,central 2,10,primary/middle school,never married,0,0.586,0.990358969869679
3205,rural,eastern,10,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3206,rural,east central,31,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3207,urban,kampala,17,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3208,rural,south west,41,never attended,widow or widower,0,0.518,-0.2540235000400994
3209,rural,central 1,13,secondary/post-primary,never married,0,0.54,0.14857082846012368
3210,urban,western,15,tertiary/post-secondary,currently living with partner,0,0.499,-0.6017186019266556
3211,rural,central 1,14,primary/middle school,widow or widower,1,0.54,0.14857082846012368
3212,rural,north,9,primary/middle school,never married,0,0.475,-1.0409124148359898
3213,rural,south west,9,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3214,urban,central 2,28,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3215,rural,eastern,13,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3216,rural,western,9,primary/middle school,never married,0,0.499,-0.6017186019266556
3217,rural,central 2,12,primary/middle school,divorced or separated,1,0.586,0.990358969869679
3218,rural,west nile,14,primary/middle school,currently married,0,0.486,-0.8396152505858784
3219,rural,karamoja,25,never attended,currently married,0,0.45,-1.4984059699498786
3220,rural,west nile,40,never attended,widow or widower,0,0.486,-0.8396152505858784
3221,rural,east central,27,never attended,currently married,0,0.53,-0.03442659358543225
3222,rural,east central,7,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3223,rural,karamoja,13,never attended,currently living with partner,0,0.45,-1.4984059699498786
3224,rural,karamoja,22,never attended,currently living with partner,0,0.45,-1.4984059699498786
3225,rural,east central,20,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3226,rural,south west,10,primary/middle school,never married,0,0.518,-0.2540235000400994
3227,rural,north,31,never attended,currently married,0,0.475,-1.0409124148359898
3228,urban,kampala,11,secondary/post-primary,never married,0,0.639,1.9602453067111254
3229,rural,north,30,never attended,currently married,1,0.475,-1.0409124148359898
3230,urban,kampala,15,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3231,rural,south west,36,primary/middle school,currently married,0,0.518,-0.2540235000400994
3232,rural,karamoja,12,never attended,currently living with partner,0,0.45,-1.4984059699498786
3233,urban,central 1,40,primary/middle school,currently married,0,0.54,0.14857082846012368
3234,rural,central 2,20,secondary/post-primary,divorced or separated,1,0.586,0.990358969869679
3235,rural,east central,25,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3236,rural,north,8,primary/middle school,never married,0,0.475,-1.0409124148359898
3237,rural,west nile,20,primary/middle school,currently married,0,0.486,-0.8396152505858784
3238,rural,north,9,primary/middle school,never married,0,0.475,-1.0409124148359898
3239,rural,south west,14,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3240,rural,north,12,primary/middle school,currently married,0,0.475,-1.0409124148359898
3241,rural,karamoja,30,never attended,currently married,0,0.45,-1.4984059699498786
3242,rural,east central,37,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
3243,rural,south west,16,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
3244,rural,karamoja,25,never attended,widow or widower,0,0.45,-1.4984059699498786
3245,rural,eastern,8,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3246,rural,north,14,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3247,rural,eastern,9,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3248,rural,central 1,14,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3249,rural,south west,30,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3250,rural,north,17,primary/middle school,currently married,0,0.475,-1.0409124148359898
3251,rural,central 1,12,tertiary/post-secondary,never married,0,0.54,0.14857082846012368
3252,urban,central 1,11,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3253,urban,east central,8,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3254,rural,central 1,13,primary/middle school,currently living with partner,1,0.54,0.14857082846012368
3255,rural,western,33,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3256,rural,karamoja,35,never attended,currently living with partner,0,0.45,-1.4984059699498786
3257,rural,east central,18,primary/middle school,currently married,0,0.53,-0.03442659358543225
3258,urban,kampala,17,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3259,rural,south west,19,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3260,rural,east central,10,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3261,rural,central 2,13,secondary/post-primary,divorced or separated,0,0.586,0.990358969869679
3262,urban,east central,36,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3263,rural,central 1,27,primary/middle school,divorced or separated,1,0.54,0.14857082846012368
3264,rural,east central,35,primary/middle school,currently married,0,0.53,-0.03442659358543225
3265,rural,eastern,16,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3266,rural,south west,36,tertiary/post-secondary,currently living with partner,0,0.518,-0.2540235000400994
3267,rural,west nile,12,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
3268,rural,central 2,31,primary/middle school,currently married,0,0.586,0.990358969869679
3269,rural,east central,36,primary/middle school,currently married,0,0.53,-0.03442659358543225
3270,rural,eastern,9,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3271,urban,kampala,28,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3272,rural,north,30,tertiary/post-secondary,currently married,0,0.475,-1.0409124148359898
3273,rural,east central,23,secondary/post-primary,divorced or separated,0,0.53,-0.03442659358543225
3274,rural,western,9,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3275,rural,central 1,22,primary/middle school,currently married,0,0.54,0.14857082846012368
3276,rural,north,15,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3277,rural,north,34,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3278,rural,central 2,11,primary/middle school,never married,0,0.586,0.990358969869679
3279,urban,east central,27,secondary/post-primary,currently living with partner,1,0.53,-0.03442659358543225
3280,urban,karamoja,11,never attended,currently living with partner,0,0.45,-1.4984059699498786
3281,rural,eastern,17,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3282,urban,kampala,31,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3283,rural,south west,21,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3284,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
3285,urban,kampala,39,secondary/post-primary,widow or widower,1,0.639,1.9602453067111254
3286,rural,south west,15,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3287,rural,eastern,13,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3288,rural,eastern,28,never attended,currently living with partner,0,0.526,-0.10762556240365462
3289,rural,central 2,11,primary/middle school,currently living with partner,1,0.586,0.990358969869679
3290,rural,eastern,20,primary/middle school,currently married,0,0.526,-0.10762556240365462
3291,rural,north,25,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3292,urban,central 1,39,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3293,rural,north,24,primary/middle school,currently married,0,0.475,-1.0409124148359898
3294,urban,east central,32,secondary/post-primary,currently living with partner,1,0.53,-0.03442659358543225
3295,rural,north,18,primary/middle school,currently married,1,0.475,-1.0409124148359898
3296,rural,western,24,primary/middle school,divorced or separated,1,0.499,-0.6017186019266556
3297,rural,west nile,23,primary/middle school,currently married,0,0.486,-0.8396152505858784
3298,rural,east central,10,secondary/post-primary,currently married,1,0.53,-0.03442659358543225
3299,rural,east central,21,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3300,urban,kampala,25,primary/middle school,never married,0,0.639,1.9602453067111254
3301,rural,central 2,33,primary/middle school,divorced or separated,1,0.586,0.990358969869679
3302,urban,south west,9,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3303,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
3304,rural,east central,12,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3305,rural,eastern,19,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3306,rural,south west,36,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3307,rural,east central,17,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3308,urban,kampala,23,tertiary/post-secondary,currently living with partner,0,0.639,1.9602453067111254
3309,rural,west nile,16,primary/middle school,currently married,0,0.486,-0.8396152505858784
3310,urban,western,15,tertiary/post-secondary,currently living with partner,0,0.499,-0.6017186019266556
3311,rural,central 1,13,tertiary/post-secondary,currently living with partner,0,0.54,0.14857082846012368
3312,rural,eastern,40,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3313,rural,east central,21,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3314,rural,western,17,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3315,rural,eastern,9,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3316,rural,east central,16,primary/middle school,divorced or separated,1,0.53,-0.03442659358543225
3317,rural,south west,25,never attended,currently living with partner,0,0.518,-0.2540235000400994
3318,rural,eastern,12,primary/middle school,currently married,1,0.526,-0.10762556240365462
3319,rural,south west,10,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3320,urban,central 2,22,primary/middle school,currently living with partner,1,0.586,0.990358969869679
3321,urban,kampala,28,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3322,rural,east central,21,primary/middle school,currently married,0,0.53,-0.03442659358543225
3323,rural,north,14,primary/middle school,currently married,0,0.475,-1.0409124148359898
3324,rural,south west,25,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3325,rural,south west,38,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3326,urban,eastern,22,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3327,urban,south west,39,never attended,currently married,0,0.518,-0.2540235000400994
3328,rural,north,27,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
3329,rural,karamoja,37,never attended,currently married,0,0.45,-1.4984059699498786
3330,urban,east central,6,secondary/post-primary,never married,0,0.53,-0.03442659358543225
3331,rural,central 1,23,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3332,rural,south west,17,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3333,rural,karamoja,26,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
3334,rural,eastern,32,never attended,currently married,0,0.526,-0.10762556240365462
3335,rural,western,15,secondary/post-primary,currently living with partner,0,0.499,-0.6017186019266556
3336,rural,north,23,primary/middle school,currently married,0,0.475,-1.0409124148359898
3337,rural,western,17,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3338,urban,kampala,14,tertiary/post-secondary,divorced or separated,0,0.639,1.9602453067111254
3339,rural,east central,16,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3340,rural,eastern,14,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3341,rural,karamoja,26,never attended,currently married,0,0.45,-1.4984059699498786
3342,urban,kampala,14,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3343,rural,west nile,26,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
3344,rural,north,32,primary/middle school,currently married,0,0.475,-1.0409124148359898
3345,urban,kampala,33,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3346,rural,west nile,21,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
3347,rural,karamoja,28,never attended,currently married,0,0.45,-1.4984059699498786
3348,rural,central 2,19,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3349,rural,north,9,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
3350,rural,central 1,29,secondary/post-primary,never married,0,0.54,0.14857082846012368
3351,rural,eastern,21,primary/middle school,currently living with partner,1,0.526,-0.10762556240365462
3352,rural,west nile,18,never attended,currently living with partner,0,0.486,-0.8396152505858784
3353,rural,western,25,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
3354,rural,north,13,tertiary/post-secondary,currently living with partner,0,0.475,-1.0409124148359898
3355,rural,karamoja,37,never attended,currently married,0,0.45,-1.4984059699498786
3356,urban,west nile,30,primary/middle school,currently married,0,0.486,-0.8396152505858784
3357,rural,central 2,30,secondary/post-primary,divorced or separated,0,0.586,0.990358969869679
3358,urban,kampala,15,tertiary/post-secondary,never married,1,0.639,1.9602453067111254
3359,rural,eastern,29,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3360,rural,west nile,33,primary/middle school,currently married,0,0.486,-0.8396152505858784
3361,rural,central 2,38,never attended,currently living with partner,0,0.586,0.990358969869679
3362,urban,kampala,38,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3363,urban,east central,32,primary/middle school,currently married,0,0.53,-0.03442659358543225
3364,rural,east central,33,never attended,currently married,1,0.53,-0.03442659358543225
3365,rural,karamoja,14,never attended,currently living with partner,0,0.45,-1.4984059699498786
3366,rural,central 1,26,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3367,rural,karamoja,28,never attended,widow or widower,0,0.45,-1.4984059699498786
3368,rural,west nile,17,primary/middle school,currently married,0,0.486,-0.8396152505858784
3369,urban,central 1,18,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3370,rural,south west,21,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3371,rural,eastern,16,primary/middle school,currently married,0,0.526,-0.10762556240365462
3372,rural,east central,12,primary/middle school,currently married,0,0.53,-0.03442659358543225
3373,rural,central 2,22,primary/middle school,never married,0,0.586,0.990358969869679
3374,rural,south west,24,never attended,currently living with partner,0,0.518,-0.2540235000400994
3375,urban,kampala,10,secondary/post-primary,never married,1,0.639,1.9602453067111254
3376,rural,eastern,28,primary/middle school,currently married,1,0.526,-0.10762556240365462
3377,urban,kampala,12,secondary/post-primary,never married,0,0.639,1.9602453067111254
3378,rural,east central,12,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3379,urban,kampala,12,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3380,rural,karamoja,27,never attended,currently living with partner,0,0.45,-1.4984059699498786
3381,rural,eastern,7,primary/middle school,divorced or separated,0,0.526,-0.10762556240365462
3382,rural,western,24,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3383,rural,central 2,35,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3384,urban,east central,19,secondary/post-primary,currently married,1,0.53,-0.03442659358543225
3385,rural,central 1,25,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3386,rural,east central,9,secondary/post-primary,never married,1,0.53,-0.03442659358543225
3387,urban,kampala,9,secondary/post-primary,never married,0,0.639,1.9602453067111254
3388,rural,western,18,primary/middle school,currently married,0,0.499,-0.6017186019266556
3389,urban,kampala,19,secondary/post-primary,currently living with partner,1,0.639,1.9602453067111254
3390,rural,east central,33,never attended,currently living with partner,0,0.53,-0.03442659358543225
3391,rural,central 2,11,secondary/post-primary,currently married,0,0.586,0.990358969869679
3392,rural,central 2,19,secondary/post-primary,divorced or separated,0,0.586,0.990358969869679
3393,urban,west nile,14,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
3394,rural,west nile,24,primary/middle school,currently married,0,0.486,-0.8396152505858784
3395,urban,eastern,15,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3396,urban,western,33,primary/middle school,divorced or separated,1,0.499,-0.6017186019266556
3397,rural,south west,12,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3398,rural,western,10,primary/middle school,never married,0,0.499,-0.6017186019266556
3399,rural,western,35,never attended,currently married,0,0.499,-0.6017186019266556
3400,urban,kampala,23,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3401,urban,kampala,30,never attended,currently married,0,0.639,1.9602453067111254
3402,rural,east central,9,primary/middle school,never married,0,0.53,-0.03442659358543225
3403,rural,western,13,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
3404,urban,east central,20,primary/middle school,currently married,1,0.53,-0.03442659358543225
3405,rural,east central,8,primary/middle school,never married,1,0.53,-0.03442659358543225
3406,rural,karamoja,26,never attended,currently married,0,0.45,-1.4984059699498786
3407,urban,kampala,18,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3408,rural,north,9,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3409,rural,eastern,17,primary/middle school,currently married,0,0.526,-0.10762556240365462
3410,urban,west nile,20,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
3411,rural,west nile,13,primary/middle school,divorced or separated,1,0.486,-0.8396152505858784
3412,rural,central 1,37,secondary/post-primary,divorced or separated,0,0.54,0.14857082846012368
3413,rural,western,26,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
3414,urban,kampala,17,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3415,rural,north,14,primary/middle school,currently married,0,0.475,-1.0409124148359898
3416,rural,east central,15,primary/middle school,currently married,0,0.53,-0.03442659358543225
3417,rural,western,38,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
3418,rural,karamoja,20,never attended,never married,0,0.45,-1.4984059699498786
3419,rural,north,14,primary/middle school,currently married,0,0.475,-1.0409124148359898
3420,urban,central 2,9,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3421,rural,central 2,26,primary/middle school,currently married,0,0.586,0.990358969869679
3422,rural,south west,13,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
3423,urban,west nile,15,never attended,currently married,0,0.486,-0.8396152505858784
3424,rural,east central,35,primary/middle school,currently married,0,0.53,-0.03442659358543225
3425,rural,east central,35,primary/middle school,divorced or separated,1,0.53,-0.03442659358543225
3426,rural,north,35,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
3427,rural,north,37,never attended,currently married,0,0.475,-1.0409124148359898
3428,rural,east central,18,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3429,rural,eastern,26,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3430,rural,south west,37,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3431,rural,south west,17,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3432,rural,west nile,13,primary/middle school,divorced or separated,0,0.486,-0.8396152505858784
3433,rural,eastern,41,primary/middle school,widow or widower,0,0.526,-0.10762556240365462
3434,rural,north,32,never attended,currently married,0,0.475,-1.0409124148359898
3435,rural,eastern,9,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3436,rural,western,20,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
3437,rural,west nile,29,primary/middle school,currently married,0,0.486,-0.8396152505858784
3438,rural,north,20,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3439,urban,western,26,tertiary/post-secondary,currently married,0,0.499,-0.6017186019266556
3440,rural,south west,14,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
3441,rural,karamoja,20,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
3442,rural,north,13,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3443,rural,south west,34,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3444,rural,east central,36,never attended,widow or widower,0,0.53,-0.03442659358543225
3445,rural,eastern,17,secondary/post-primary,currently living with partner,1,0.526,-0.10762556240365462
3446,rural,north,9,primary/middle school,currently married,0,0.475,-1.0409124148359898
3447,rural,west nile,27,primary/middle school,currently married,0,0.486,-0.8396152505858784
3448,urban,kampala,8,secondary/post-primary,never married,0,0.639,1.9602453067111254
3449,rural,east central,24,primary/middle school,currently married,0,0.53,-0.03442659358543225
3450,urban,western,29,primary/middle school,widow or widower,1,0.499,-0.6017186019266556
3451,rural,eastern,12,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
3452,rural,north,14,secondary/post-primary,currently married,0,0.475,-1.0409124148359898
3453,rural,east central,25,primary/middle school,currently married,1,0.53,-0.03442659358543225
3454,rural,south west,14,primary/middle school,currently married,0,0.518,-0.2540235000400994
3455,rural,central 2,8,primary/middle school,never married,0,0.586,0.990358969869679
3456,urban,kampala,27,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3457,rural,south west,27,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3458,rural,east central,40,primary/middle school,currently married,0,0.53,-0.03442659358543225
3459,urban,north,40,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3460,rural,western,16,secondary/post-primary,never married,0,0.499,-0.6017186019266556
3461,rural,eastern,32,primary/middle school,currently married,0,0.526,-0.10762556240365462
3462,rural,eastern,25,tertiary/post-secondary,never married,1,0.526,-0.10762556240365462
3463,rural,south west,34,primary/middle school,widow or widower,0,0.518,-0.2540235000400994
3464,urban,south west,17,tertiary/post-secondary,never married,0,0.518,-0.2540235000400994
3465,rural,central 1,19,secondary/post-primary,currently married,0,0.54,0.14857082846012368
3466,rural,north,20,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3467,rural,eastern,25,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3468,urban,kampala,14,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3469,rural,central 2,13,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3470,rural,karamoja,31,never attended,currently married,0,0.45,-1.4984059699498786
3471,rural,eastern,30,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3472,rural,central 2,33,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3473,rural,eastern,22,secondary/post-primary,currently married,1,0.526,-0.10762556240365462
3474,urban,central 2,14,secondary/post-primary,currently married,0,0.586,0.990358969869679
3475,rural,west nile,30,never attended,never married,0,0.486,-0.8396152505858784
3476,rural,central 2,20,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3477,urban,eastern,30,never attended,currently married,0,0.526,-0.10762556240365462
3478,rural,west nile,25,primary/middle school,currently married,0,0.486,-0.8396152505858784
3479,urban,kampala,14,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3480,rural,south west,31,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3481,rural,central 2,41,primary/middle school,divorced or separated,0,0.586,0.990358969869679
3482,urban,kampala,26,primary/middle school,never married,0,0.639,1.9602453067111254
3483,rural,central 2,39,primary/middle school,divorced or separated,0,0.586,0.990358969869679
3484,rural,karamoja,21,never attended,currently married,1,0.45,-1.4984059699498786
3485,rural,east central,19,primary/middle school,currently married,0,0.53,-0.03442659358543225
3486,rural,east central,24,primary/middle school,currently married,0,0.53,-0.03442659358543225
3487,rural,eastern,16,primary/middle school,currently married,0,0.526,-0.10762556240365462
3488,urban,central 2,13,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3489,urban,central 2,16,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3490,rural,karamoja,14,never attended,currently married,0,0.45,-1.4984059699498786
3491,rural,central 1,22,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3492,urban,western,10,secondary/post-primary,never married,0,0.499,-0.6017186019266556
3493,rural,western,14,primary/middle school,currently married,1,0.499,-0.6017186019266556
3494,rural,east central,32,never attended,divorced or separated,0,0.53,-0.03442659358543225
3495,urban,kampala,26,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
3496,rural,south west,19,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3497,rural,north,22,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3498,rural,western,30,primary/middle school,currently married,0,0.499,-0.6017186019266556
3499,rural,western,29,primary/middle school,currently married,0,0.499,-0.6017186019266556
3500,rural,western,24,primary/middle school,currently married,0,0.499,-0.6017186019266556
3501,rural,east central,9,primary/middle school,never married,0,0.53,-0.03442659358543225
3502,rural,south west,37,primary/middle school,currently married,0,0.518,-0.2540235000400994
3503,urban,central 1,9,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
3504,rural,east central,10,primary/middle school,currently married,0,0.53,-0.03442659358543225
3505,rural,western,10,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3506,rural,south west,35,primary/middle school,currently married,0,0.518,-0.2540235000400994
3507,rural,east central,40,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3508,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3509,rural,south west,25,never attended,currently living with partner,0,0.518,-0.2540235000400994
3510,urban,kampala,30,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3511,urban,kampala,13,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3512,urban,kampala,24,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3513,rural,eastern,12,primary/middle school,currently married,0,0.526,-0.10762556240365462
3514,rural,eastern,21,primary/middle school,currently married,0,0.526,-0.10762556240365462
3515,rural,east central,35,never attended,divorced or separated,0,0.53,-0.03442659358543225
3516,rural,east central,22,never attended,currently married,0,0.53,-0.03442659358543225
3517,urban,east central,27,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3518,rural,north,10,primary/middle school,currently married,0,0.475,-1.0409124148359898
3519,rural,eastern,24,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
3520,rural,east central,22,primary/middle school,currently married,0,0.53,-0.03442659358543225
3521,rural,eastern,25,primary/middle school,currently married,0,0.526,-0.10762556240365462
3522,urban,kampala,16,tertiary/post-secondary,divorced or separated,1,0.639,1.9602453067111254
3523,rural,eastern,30,primary/middle school,widow or widower,0,0.526,-0.10762556240365462
3524,urban,kampala,17,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
3525,urban,kampala,22,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3526,rural,north,11,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3527,rural,south west,12,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3528,urban,kampala,16,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3529,urban,north,13,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3530,urban,eastern,14,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3531,rural,eastern,17,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3532,rural,central 2,10,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3533,rural,north,28,primary/middle school,currently married,0,0.475,-1.0409124148359898
3534,rural,central 2,22,primary/middle school,currently married,0,0.586,0.990358969869679
3535,rural,central 1,28,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3536,rural,central 2,6,secondary/post-primary,never married,0,0.586,0.990358969869679
3537,rural,central 2,11,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3538,urban,west nile,27,primary/middle school,currently married,0,0.486,-0.8396152505858784
3539,rural,central 1,8,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3540,rural,north,17,never attended,currently living with partner,0,0.475,-1.0409124148359898
3541,rural,north,24,primary/middle school,currently married,1,0.475,-1.0409124148359898
3542,rural,north,15,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3543,rural,north,31,primary/middle school,currently married,1,0.475,-1.0409124148359898
3544,rural,western,22,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
3545,urban,north,14,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
